case,stage,frame,applied,reason,v21_reason,estimated_step,allowed_step,step_ratio,static_inliers,static_grid_coverage,dynamic_feature_grid_coverage,v21_chi2_increase_abs,v21_chi2_inflation_ratio,v21_inlier_ratio_delta,v22_dynamic_occlusion_residual_hazard,v23_current_segment_evidence,v23_segment_active,v23_recent_evidence_hits,v23_active_until_frame
wrpy_D_v23_default,track_local_map_post_pose,606,1,,accepted_v23_pose_chain_context,0.024716,0.018000,1.640896,197,0.036133,0.009115,1.295313,1.455636,-0.158163,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,607,1,,accepted_v23_pose_chain_context,0.034421,0.018000,2.015644,191,0.036784,0.008464,9.755204,4.466949,-0.584211,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,609,1,,accepted_v23_pose_chain_context,0.037178,0.018000,2.201039,219,0.039714,0.007487,11.613396,5.593944,-0.620370,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,610,1,,accepted_v23_pose_chain_context,0.028182,0.018000,1.668453,179,0.032552,0.007487,1.589856,1.571098,-0.167598,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,611,1,,accepted_v23_pose_chain_context,0.022966,0.018000,1.359617,249,0.045247,0.001953,0.811895,1.337317,-0.092369,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,612,1,,accepted_v23_pose_chain_context,0.029595,0.018000,1.752068,262,0.047526,0.003581,5.219992,3.300227,-0.352713,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,614,1,,accepted_v23_pose_chain_context,0.025210,0.018000,1.694582,163,0.032227,0.003581,1.330362,1.472758,-0.141026,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,615,1,,accepted_v23_pose_chain_context,0.038901,0.018000,2.614878,211,0.039062,0.003581,13.922274,6.336598,-0.609524,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,617,1,,accepted_v23_pose_chain_context,0.020329,0.018000,1.366497,238,0.044271,0.000977,0.142752,1.053105,-0.051064,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,618,1,,accepted_v23_pose_chain_context,0.049156,0.018000,3.304214,198,0.038411,0.001628,30.039016,11.574168,-0.811224,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,619,1,,accepted_v23_pose_chain_context,0.053618,0.018000,3.604137,235,0.039714,0.003255,36.598737,17.502049,-0.910638,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,620,1,,accepted_v23_pose_chain_context,0.022875,0.018000,1.354243,209,0.040690,0.004883,0.751538,1.339804,-0.086124,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,621,1,,accepted_v23_pose_chain_context,0.021796,0.018000,1.210878,214,0.033854,0.007161,0.355626,1.133172,-0.065421,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,622,1,,accepted_residual_verified,0.018777,0.018000,1.043159,206,0.038737,0.004557,-0.006523,0.997348,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,623,1,,accepted_v23_pose_chain_context,0.025457,0.018000,1.414265,202,0.036784,0.001953,1.427562,1.576708,-0.158416,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,624,1,,accepted_v23_pose_chain_context,0.030146,0.018000,1.674756,203,0.039714,0.002930,4.211609,2.792802,-0.288557,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,629,1,,accepted_v23_pose_chain_context,0.029785,0.018000,1.654699,195,0.039714,0.004232,2.721031,2.128951,-0.256410,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,633,1,,accepted_residual_verified,0.018456,0.018000,1.025338,245,0.045573,0.005534,0.002870,1.001154,-0.008264,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,634,1,,accepted_v23_pose_chain_context,0.023596,0.018000,1.310896,250,0.047852,0.011719,0.880116,1.352335,-0.110204,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,637,1,,accepted_residual_verified,0.018167,0.018000,1.009271,264,0.049154,0.009766,0.000805,1.000320,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,640,1,,accepted_residual_verified,0.018007,0.018000,1.000363,225,0.048503,0.006510,0.000077,1.000025,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,643,1,,accepted_v23_pose_chain_context,0.023249,0.018000,1.340780,233,0.044596,0.008789,0.746873,1.284278,-0.108225,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,644,1,,accepted_v23_pose_chain_context,0.028257,0.018000,1.569847,227,0.041016,0.004883,2.065465,1.859200,-0.171806,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,645,1,,accepted_v23_pose_chain_context,0.028670,0.018000,1.592772,219,0.041016,0.002604,2.771672,2.164069,-0.242009,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,646,1,,accepted_residual_verified,0.020534,0.018000,1.140761,245,0.044271,0.004232,0.174882,1.064770,-0.036735,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,647,1,,accepted_v23_pose_chain_context,0.023882,0.018000,1.326804,219,0.041341,0.001953,0.645772,1.274948,-0.091324,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,648,1,,accepted_v23_pose_chain_context,0.027759,0.018000,1.542154,199,0.037109,0.002279,1.725405,1.653320,-0.175879,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,657,1,,accepted_residual_verified,0.023117,0.018000,1.400728,238,0.045573,0.010742,0.501809,1.212588,-0.042194,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,658,1,,accepted_v23_pose_chain_context,0.035952,0.018000,2.101441,270,0.049479,0.012044,6.926961,3.702267,-0.441509,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,669,1,,accepted_v23_pose_chain_context,0.037999,0.018000,2.111051,225,0.042643,0.000000,9.575369,4.530253,-0.564444,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,670,1,,accepted_v23_pose_chain_context,0.024043,0.018000,1.335744,249,0.049154,0.000000,1.518056,1.536907,-0.152610,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,671,1,,accepted_v23_pose_chain_context,0.055189,0.018000,3.066052,244,0.046549,0.000000,62.540478,23.672149,-0.942623,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,672,1,,accepted_v23_pose_chain_context,0.069855,0.018000,3.880825,135,0.026367,0.000000,85.464199,31.127223,-0.985185,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,673,1,,accepted_v23_pose_chain_context,0.024861,0.018000,1.381193,139,0.031901,0.000000,1.679826,1.575857,-0.208633,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,674,1,,accepted_v23_pose_chain_context,0.028771,0.018000,1.598407,175,0.034505,0.019206,2.378163,1.763806,-0.281437,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,689,1,,accepted_v23_pose_chain_context,0.022214,0.018000,1.274324,116,0.026367,0.017904,0.244332,1.096240,-0.054054,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,694,1,,accepted_v23_pose_chain_context,0.041486,0.018000,2.856791,74,0.016276,0.022786,5.671504,3.101616,-0.411765,0,1,0,1,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,695,1,,accepted_v23_pose_chain_context,0.032816,0.018000,2.259763,101,0.023438,0.017253,3.311812,2.452250,-0.257732,0,0,0,1,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,696,1,,accepted_residual_verified,0.027134,0.018000,1.909745,109,0.024740,0.023112,0.197507,1.079410,-0.030000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,699,1,,accepted_residual_verified,0.018973,0.018000,1.306495,134,0.027018,0.020833,0.019410,1.008366,-0.015748,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,700,1,,accepted_residual_verified,0.022173,0.018000,1.534916,130,0.025065,0.026367,0.140796,1.058769,-0.015385,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,702,1,,accepted_residual_verified,0.021953,0.018000,1.519622,145,0.027995,0.022461,0.039828,1.016491,-0.013889,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,704,1,,accepted_residual_verified,0.019751,0.018000,1.367238,103,0.025065,0.000000,0.028052,1.011253,-0.009709,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,707,1,,accepted_residual_verified,0.022048,0.018000,1.505542,114,0.027018,0.000000,0.095888,1.038848,-0.008772,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,709,1,,accepted_v23_pose_chain_context,0.026838,0.018000,1.832632,157,0.033203,0.000000,1.004456,1.397923,-0.121019,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,715,1,,accepted_residual_verified,0.019012,0.018000,1.316057,158,0.034831,0.010742,0.016743,1.007757,-0.006623,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,718,1,,accepted_v23_pose_chain_context,0.025584,0.018000,1.771014,160,0.033854,0.015951,0.462741,1.219001,-0.058065,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,719,1,,accepted_residual_verified,0.022000,0.018000,1.499803,141,0.027995,0.002279,0.053261,1.024655,-0.043165,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,750,1,,accepted_residual_verified,0.010721,0.009896,1.949903,212,0.044271,0.000000,0.005138,1.002685,-0.004717,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,765,1,,accepted_residual_verified,0.011829,0.009896,2.151523,202,0.039714,0.013021,0.014609,1.009271,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,766,1,,accepted_residual_verified,0.010782,0.010130,1.915870,181,0.036784,0.015625,0.001577,1.000964,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,768,1,,accepted_residual_verified,0.013127,0.011366,2.078865,199,0.040039,0.013672,0.040154,1.026074,-0.010256,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,770,1,,accepted_residual_verified,0.014110,0.011330,2.241630,229,0.043945,0.013997,0.046152,1.028446,-0.018018,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,773,1,,accepted_residual_verified,0.016065,0.012702,2.276549,218,0.041992,0.017253,0.100201,1.063206,-0.014218,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,776,1,,accepted_residual_verified,0.013524,0.012946,1.880235,223,0.041667,0.021159,0.005896,1.003786,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,781,1,,accepted_v23_pose_chain_context,0.020384,0.013074,2.806449,224,0.042318,0.030599,1.015486,1.650149,-0.077982,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,782,1,,accepted_residual_verified,0.014702,0.013074,2.024214,232,0.042643,0.029622,0.035997,1.019028,-0.008969,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,783,1,,accepted_residual_verified,0.014515,0.013327,1.960513,232,0.041341,0.026367,0.021739,1.014809,-0.004444,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,785,1,,accepted_residual_verified,0.015381,0.013798,2.006422,224,0.045247,0.029622,0.044621,1.029633,-0.004587,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,805,1,,accepted_residual_verified,0.019488,0.018000,1.793139,190,0.035482,0.037760,0.005822,1.003376,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,807,1,,accepted_residual_verified,0.018791,0.018000,1.679751,165,0.033529,0.041992,0.005593,1.002728,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,809,1,,accepted_residual_verified,0.025299,0.018000,2.257419,98,0.023112,0.036784,0.044170,1.018771,-0.041667,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,810,1,,accepted_residual_verified,0.021267,0.018000,1.868860,95,0.021484,0.046549,0.155781,1.063367,-0.033708,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,811,1,,accepted_v23_pose_chain_context,0.038660,0.018000,3.397371,144,0.027669,0.051432,5.146010,3.128568,-0.370370,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,812,1,,accepted_residual_verified,0.020382,0.018000,1.791142,144,0.029622,0.004557,0.092702,1.039467,-0.021429,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,813,1,,accepted_v23_pose_chain_context,0.026344,0.018000,2.315017,210,0.044271,0.010417,4.135592,2.828759,-0.281553,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,814,1,,accepted_v23_pose_chain_context,0.032454,0.018000,2.851999,210,0.043294,0.011719,15.489968,7.654008,-0.630542,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,815,1,,accepted_v23_pose_chain_context,0.053243,0.018000,4.678901,136,0.026693,0.007487,75.953879,33.593037,-0.924242,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,817,1,,accepted_v23_pose_chain_context,0.048767,0.018000,4.285547,148,0.031250,0.016602,61.405966,25.212783,-0.880282,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,818,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.046801,0.018000,4.112808,114,0.021484,0.044271,31.192998,13.710234,-0.722222,1,1,0,1,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,819,1,,accepted_v23_pose_chain_context,0.057337,0.018000,5.038652,139,0.027344,0.053060,41.764861,16.780822,-0.854015,0,0,0,1,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,820,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.078605,0.018000,6.808613,107,0.021484,0.059570,89.236455,34.295146,-0.934579,1,1,1,2,826
wrpy_D_v23_default,track_local_map_post_pose,821,1,,accepted_residual_verified,0.018379,0.018000,1.445077,123,0.023763,0.008789,0.002894,1.001317,0.000000,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,822,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.022427,0.018000,1.449427,246,0.049479,0.008464,1.778392,1.707263,-0.155738,0,0,1,2,828
wrpy_D_v23_default,track_local_map_post_pose,824,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.025632,0.018000,1.423977,262,0.049805,0.005859,3.885670,2.600387,-0.309524,0,0,1,2,830
wrpy_D_v23_default,track_local_map_post_pose,825,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.025486,0.018000,1.415896,185,0.036133,0.010091,3.955205,2.704612,-0.327485,0,0,1,2,831
wrpy_D_v23_default,track_local_map_post_pose,826,1,,accepted_residual_verified,0.018370,0.018000,1.020572,252,0.045573,0.007812,0.018234,1.007943,-0.008658,0,0,0,0,-1000000000
wrpy_D_v23_default,track_local_map_post_pose,827,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.023085,0.018000,1.282487,215,0.043294,0.011393,1.853296,1.854699,-0.169082,0,0,1,1,831
wrpy_D_v23_default,track_local_map_post_pose,828,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.023782,0.018000,1.321232,232,0.047526,0.012044,3.233425,2.379706,-0.251121,0,0,1,1,831
wrpy_D_v23_default,track_local_map_post_pose,829,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.022421,0.018000,1.245633,226,0.041992,0.010417,1.771896,1.714229,-0.196078,0,0,1,0,831
wrpy_D_v23_default,track_local_map_post_pose,830,0,v21_residual_verification_reject,v23_occlusion_segment_residual_reject,0.021782,0.018000,1.210092,163,0.036458,0.001953,1.121941,1.421898,-0.127389,0,0,1,0,831
wrpy_D_v23_default,track_local_map_post_pose,832,1,,accepted_v23_pose_chain_context,0.025523,0.018000,1.417924,180,0.035156,0.004232,4.381607,2.448173,-0.314286,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,833,1,,accepted_v23_pose_chain_context,0.022447,0.018000,1.247074,148,0.029622,0.022786,0.852343,1.305156,-0.119718,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,834,1,,accepted_v23_pose_chain_context,0.035612,0.018000,1.978420,175,0.034505,0.017904,18.232728,7.779622,-0.654545,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,835,1,,accepted_v23_pose_chain_context,0.070438,0.018000,3.913241,99,0.023763,0.013346,94.849979,33.417879,-0.978495,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,837,1,,accepted_v23_pose_chain_context,0.040078,0.018000,2.226566,101,0.019857,0.013021,12.228606,5.597681,-0.556701,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,838,1,,accepted_v23_pose_chain_context,0.029401,0.018000,1.633377,95,0.019206,0.016276,5.177123,2.815306,-0.319149,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,840,1,,accepted_v23_pose_chain_context,0.027536,0.018000,1.529749,127,0.027344,0.012370,3.259577,2.613143,-0.251969,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,841,1,,accepted_v23_pose_chain_context,0.050599,0.018000,2.811027,118,0.023112,0.012370,26.128736,10.425314,-0.737288,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,842,1,,accepted_v23_pose_chain_context,0.028327,0.018000,1.573736,114,0.024089,0.015299,1.779191,1.676527,-0.172727,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,843,1,,accepted_v23_pose_chain_context,0.029477,0.018000,1.637607,114,0.026042,0.014323,3.873286,2.544177,-0.274336,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,844,1,,accepted_v23_pose_chain_context,0.059383,0.018000,3.299075,121,0.027995,0.013672,37.473638,16.183082,-0.863248,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,845,1,,accepted_v23_pose_chain_context,0.060931,0.018000,3.385067,76,0.017578,0.016276,15.399646,5.492464,-0.546667,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,846,1,,accepted_v23_pose_chain_context,0.031261,0.018000,1.736722,110,0.024740,0.010742,4.923739,2.876092,-0.348624,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,847,1,,accepted_v23_pose_chain_context,0.032346,0.018000,1.796989,134,0.028971,0.007487,6.693416,3.612354,-0.368421,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,848,1,,accepted_v23_pose_chain_context,0.027906,0.018000,1.550340,132,0.029948,0.014974,0.427117,1.161679,-0.107692,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,877,1,,accepted_v23_pose_chain_context,0.046497,0.012037,6.953362,214,0.045898,0.000000,33.845244,16.511095,-0.785047,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,878,1,,accepted_v23_pose_chain_context,0.038973,0.012037,5.828198,220,0.046224,0.000000,20.448325,9.617095,-0.704545,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,879,1,,accepted_v23_pose_chain_context,0.037157,0.012037,5.556501,209,0.043945,0.000000,17.165123,8.080684,-0.655502,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,880,1,,accepted_v23_pose_chain_context,0.028566,0.012037,4.271848,194,0.040365,0.000000,7.605454,4.002310,-0.484536,0,0,0,0,831
wrpy_D_v23_default,track_local_map_post_pose,881,1,,accepted_v23_pose_chain_context,0.017995,0.012175,2.660324,199,0.041016,0.000000,1.052786,1.430733,-0.130653,0,0,0,0,831
whalfsphere_v22_default_current,track_local_map_post_pose,7,0,v21_residual_verification_reject,v22_dynamic_occlusion_residual_reject,0.047947,0.018000,3.742541,108,0.020508,0.049154,21.858038,10.503764,-0.644231,1,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,20,1,,accepted_residual_verified,0.020041,0.018000,1.562025,158,0.030599,0.045573,0.077238,1.045679,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,23,1,,accepted_v22_pose_chain_context,0.027234,0.018000,2.121445,166,0.030273,0.036784,0.684450,1.386061,-0.080247,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,24,1,,accepted_residual_verified,0.020205,0.018000,1.572917,181,0.031250,0.044596,0.057797,1.037550,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,28,1,,accepted_residual_verified,0.024051,0.018000,1.872324,154,0.027669,0.058919,0.746162,1.587460,-0.020270,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,29,1,,accepted_v22_pose_chain_context,0.025261,0.018000,1.958688,169,0.031901,0.053711,0.831643,1.573494,-0.078788,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,40,1,,accepted_residual_verified,0.019863,0.018000,1.390663,156,0.025716,0.043620,0.069305,1.055048,0.000000,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,41,1,,accepted_v22_pose_chain_context,0.033668,0.018000,2.357228,146,0.025391,0.044922,4.200335,2.972994,-0.133803,0,,,,
whalfsphere_v22_default_current,track_local_map_post_pose,43,1,,accepted_residual_verified,0.024297,0.018000,1.701121,168,0.030599,0.039062,0.570681,1.415746,-0.042945,0,,,,
